unwind_1000ms_ticks,unwind_1000ms_se_ticks,unwind_1000ms_t,unwind_1000ms_passive_exit_frac,unwind_5000ms_ticks,unwind_5000ms_se_ticks,unwind_5000ms_t,unwind_5000ms_passive_exit_frac,horizon,model,gate_quantile,queue_ahead_fraction,maker_rebate_per_unit,n_fills,n_days,fills_per_day,markout_ticks,markout_after_crossing_out_ticks,se_ticks,t_stat,below_min_fills,breakeven_rebate_per_unit,breakeven_rebate_ticks
-0.32170837280128656,0.055082951297203114,-5.840434566867908,0.6312034627882159,0.08491007194244658,0.05153103603024499,1.647746260964179,0.9600119904076738,ms1000,M5_full,0.7,0.0,0.003,83401,8,10425.125,0.0779043416745564,-1.2303653433412116,0.028710752839955826,2.7134203728067847,False,0.002220956583254436,0.22209565832544362
-1.1056341223625532,0.060796857011998884,-18.185711839418687,0.5492097103531725,-0.7803845048479081,0.05777098688262138,-13.508242579159795,0.926608280013916,ms1000,M5_full,0.7,0.25,0.0,66115,8,8264.375,-0.36636920517280785,-1.685048778643277,0.031293649667326416,-11.70746170764903,False,0.0036636920517280785,0.36636920517280785
-0.9507131513272359,0.06233541902160958,-15.251572320347375,0.5492097103531725,-0.5877236768465164,0.05848150972380222,-10.049735029451716,0.926608280013916,ms1000,M5_full,0.7,0.25,0.001,66115,8,8264.375,-0.2663692051728078,-1.585048778643277,0.031293649667326416,-8.511925199026017,False,0.0036636920517280785,0.36636920517280785
-0.7957921802919186,0.06389620788834577,-12.45445084444621,0.5492097103531725,-0.39506284884512494,0.059201568140112515,-6.6731821682515,0.926608280013916,ms1000,M5_full,0.7,0.25,0.002,66115,8,8264.375,-0.16636920517280784,-1.4850487786432771,0.031293649667326416,-5.316388690403002,False,0.0036636920517280785,0.36636920517280785
-0.71833169477426,0.06468443549192915,-11.105170653671209,0.5492097103531725,-0.29873243484442896,0.05956506530063371,-5.015228865051723,0.926608280013916,ms1000,M5_full,0.7,0.25,0.0025,66115,8,8264.375,-0.11636920517280784,-1.435048778643277,0.031293649667326416,-3.7186204360914954,False,0.0036636920517280785,0.36636920517280785
-0.6408712092566013,0.06547763416824555,-9.787635387220547,0.5492097103531725,-0.2024020208437332,0.05993081842768081,-3.377261084594965,0.926608280013916,ms1000,M5_full,0.7,0.25,0.003,66115,8,8264.375,-0.06636920517280784,-1.385048778643277,0.031293649667326416,-2.1208521817799886,False,0.0036636920517280785,0.36636920517280785
-1.2273550055411926,0.06141680490582723,-19.98402566566502,0.47979312892500925,-0.8973989507130736,0.06455503448003352,-13.90130077291855,0.8870723416832927,ms1000,M5_full,0.7,0.5,0.0,54140,8,6767.5,-0.4037403029183609,-1.7240302918359838,0.03441892669907705,-11.730182827844754,False,0.004037403029183609,0.4037403029183609
-1.079375692648692,0.0626487535150326,-17.229005081317304,0.47979312892500925,-0.7086917165447444,0.06535853452164582,-10.84313964092992,0.8870723416832927,ms1000,M5_full,0.7,0.5,0.001,54140,8,6767.5,-0.30374030291836085,-1.6240302918359837,0.03441892669907705,-8.824804607475043,False,0.004037403029183609,0.4037403029183609
-0.931396379756191,0.06390056273574042,-14.575714827551101,0.47979312892500925,-0.519984482376415,0.06617596639185819,-7.857603156066491,0.8870723416832927,ms1000,M5_full,0.7,0.5,0.002,54140,8,6767.5,-0.20374030291836087,-1.5240302918359838,0.03441892669907705,-5.919426387105331,False,0.004037403029183609,0.4037403029183609
-0.8574067233099404,0.06453355461871434,-13.286215649762111,0.47979312892500925,-0.42563086529225047,0.0665897467712076,-6.391837871897221,0.8870723416832927,ms1000,M5_full,0.7,0.5,0.0025,54140,8,6767.5,-0.15374030291836088,-1.4740302918359838,0.03441892669907705,-4.466737276920476,False,0.004037403029183609,0.4037403029183609
-0.7834170668636898,0.06517108812741583,-12.020929669488302,0.47979312892500925,-0.33127724820808574,0.06700682021970483,-4.943933276073686,0.8870723416832927,ms1000,M5_full,0.7,0.5,0.003,54140,8,6767.5,-0.10374030291836088,-1.424030291835984,0.03441892669907705,-3.0140481667356203,False,0.004037403029183609,0.4037403029183609
-1.2806877249100344,0.039707066305429826,-32.25339578247573,0.1958216713314674,-1.0451909618076272,0.09771967927470894,-10.695808352679842,0.5369926014797041,ms1000,M5_full,0.7,1.0,0.0,10004,8,1250.5,-0.27344062375049544,-1.4955017992802895,0.03378813328632487,-8.092800553180176,False,0.0027344062375049545,0.27344062375049544
-1.1611055577768874,0.04048351361740027,-28.6809482188283,0.1958216713314674,-0.8914917016596567,0.09860846531628592,-9.040721796046656,0.5369926014797041,ms1000,M5_full,0.7,1.0,0.001,10004,8,1250.5,-0.17344062375049543,-1.3955017992802896,0.03378813328632487,-5.133181590138108,False,0.0027344062375049545,0.27344062375049544
-1.0415233906437409,0.04128680765289892,-25.2265420809451,0.1958216713314674,-0.7377924415116863,0.09955507585416665,-7.410897286567712,0.5369926014797041,ms1000,M5_full,0.7,1.0,0.002,10004,8,1250.5,-0.07344062375049544,-1.2955017992802895,0.03378813328632487,-2.17356262709604,False,0.0027344062375049545,0.27344062375049544
